"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":4938}]","4939","Instructions","instructions","0","4942","0.0-0.0",""
"","169781.69999999227","Consent_01","external-html","1","174944","0.0-1.0","html/consent-neely.html"
