"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","11459","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","14307","0.0-1.0","[{""page_index"":0,""viewing_time"":2842}]","2845","Instructions",""
"","Consent","external-html","2","44791","0.0-2.0","","29966","Consent_01","html/consent-neely.html"
