"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","3156","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","5467","0.0-1.0","[{""page_index"":0,""viewing_time"":2306}]","2308","Instructions",""
"","Consent","external-html","2","12565","0.0-2.0","","6860.999999999998","Consent_01","html/consent-neely.html"
