"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":3706}]","3708","Instructions","instructions","0","3709","0.0-0.0",""
"","33652.40000002086","Consent_01","external-html","1","37668","0.0-1.0","html/consent-neely.html"
