"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":11353}]","11355","Instructions","instructions","0","11362","0.0-0.0",""
"","294551.97499999485","Consent_01","external-html","1","306407","0.0-1.0","html/consent-neely.html"
