"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":6974}]","6975","Instructions","instructions","0","6976","0.0-0.0",""
"","64914.040000000576","Consent_01","external-html","1","72193","0.0-1.0","html/consent-neely.html"
