"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","3922","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","9109","0.0-1.0","[{""page_index"":0,""viewing_time"":5185}]","5186","Instructions",""
"","Consent","external-html","2","78111","0.0-2.0","","68717","Consent_01","html/consent-neely.html"
