"success","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","stimulus","responses"
"true","fullscreen","0","1893","0.0-0.0","","","","",""
"","instructions","1","5527","0.0-1.0","[{""page_index"":0,""viewing_time"":3632}]","3633","Instructions","",""
"","survey-multi-choice-vertical","2","14897","0.0-2.0","","9363","SCSORF_01","{""Q0"":""1. Mi fe religiosa es extremadamente importante para mí.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","3","22142","0.0-3.0","","7240","SCSORF_02","{""Q0"":""2. Rezo a diario.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","4","28406","0.0-4.0","","6259","SCSORF_03","{""Q0"":""3. Considero mi fe una fuente de inspiración""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","5","32848","0.0-5.0","","4437","SCSORF_04","{""Q0"":""4. Considero que mi fe le otorga significado y propósito a mi vida.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","6","38974","0.0-6.0","","6121","SCSORF_05","{""Q0"":""5. Me considero activo/a en mi fe o iglesia.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","7","43103","0.0-7.0","","4124","SCSORF_06","{""Q0"":""6. Mi fe es una parte importante de quien soy como persona.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","8","50065","0.0-8.0","","6958","SCSORF_07","{""Q0"":""7. Mi relación con Dios es extremadamente importante para mí.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","9","55399","0.0-9.0","","5327","SCSORF_08","{""Q0"":""8. Disfruto estando alrededor de otras personas que comparten mi fe.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","10","59234","0.0-10.0","","3831","SCSORF_09","{""Q0"":""9. Veo mi fe como una fuente de comodidad.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","11","62754","0.0-11.0","","3514","SCSORF_10","{""Q0"":""10. Mi fe impacta muchas de mis decisiones.""}","{""Q0"":"" En desacuerdo""}"
