"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","6346","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","10707","0.0-1.0","[{""page_index"":0,""viewing_time"":4356}]","4359","Instructions",""
"","Consent","external-html","2","35836","0.0-2.0","","24669","Consent_01","html/consent-neely.html"
