"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","4715","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","6814","0.0-1.0","[{""page_index"":0,""viewing_time"":2087}]","2089","Instructions",""
"","Consent","external-html","2","10072","0.0-2.0","","2845.0000000000036","Consent_01","html/consent-neely.html"
