"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":2857}]","2860","Instructions","instructions","0","2863","0.0-0.0",""
"","14722.399999998743","Consent_01","external-html","1","17635","0.0-1.0","html/consent-neely.html"
