"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":7308}]","7309","Instructions","instructions","0","7311","0.0-0.0",""
"","37112.500000046566","Consent_01","external-html","1","45089","0.0-1.0","html/consent-neely.html"
