"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","5117","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","6792","0.0-1.0","[{""page_index"":0,""viewing_time"":1674}]","1674","Instructions",""
"","Consent","external-html","2","9093","0.0-2.0","","2112.1600000187755","Consent_01","html/consent-neely.html"
