"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":4059}]","4060","Instructions","instructions","0","4060","0.0-0.0",""
"","5858","Consent_01","external-html","1","10434","0.0-1.0","html/consent-neely.html"
