"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","26301","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","31303","0.0-1.0","[{""page_index"":0,""viewing_time"":4997}]","4999","Instructions",""
"","Consent","external-html","2","144463","0.0-2.0","","112930.40000001201","Consent_01","html/consent-neely.html"
