"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":7540}]","7541","Instructions","instructions","0","7543","0.0-0.0",""
"","140531.41499999992","Consent_01","external-html","1","148812","0.0-1.0","html/consent-neely.html"
