"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","6595","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","10402","0.0-1.0","[{""page_index"":0,""viewing_time"":3800}]","3803","Instructions",""
"","Consent","external-html","2","68511","0.0-2.0","","57671.40000000017","Consent_01","html/consent-neely.html"
