"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid"
"true","Goodbye","fullscreen","118","1229335","0.0-127.0-0.0","","",""
"","Goodbye","instructions","119","1234523","0.0-128.0","[{""page_index"":0,""viewing_time"":5185}]","5186","Instructions"
