"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":2472}]","2472","Instructions","instructions","0","2472","0.0-0.0",""
"","37165.490000043064","Consent_01","external-html","1","39833","0.0-1.0","html/consent-neely.html"
