"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","4807","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","9570","0.0-1.0","[{""page_index"":0,""viewing_time"":4738}]","4751","Instructions",""
"","Consent","external-html","2","87714","0.0-2.0","","77880","Consent_01","html/consent-neely.html"
