"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":3777}]","3777","Instructions","instructions","0","3778","0.0-0.0",""
"","10914.84500002116","Consent_01","external-html","1","14898","0.0-1.0","html/consent-neely.html"
