"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":9521}]","9522","Instructions","instructions","0","9527","0.0-0.0",""
"","43238.04500000006","Consent_01","external-html","1","53245","0.0-1.0","html/consent-neely.html"
