"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","111992","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","119702","0.0-1.0","[{""page_index"":0,""viewing_time"":7693}]","7695","Instructions",""
"","Consent","external-html","2","146189","0.0-2.0","","26229.89999999982","Consent_01","html/consent-neely.html"
