"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","3893","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","5874","0.0-1.0","[{""page_index"":0,""viewing_time"":1972}]","1974","Instructions",""
"","Consent","external-html","2","12417","0.0-2.0","","6261.999999638647","Consent_01","html/consent-neely.html"
