"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","1537","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","10980","0.0-1.0","[{""page_index"":0,""viewing_time"":9441}]","9442","Instructions",""
"","Consent","external-html","2","13111","0.0-2.0","","2127","Consent_01","html/consent-neely.html"
