"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","4613","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","8016","0.0-1.0","[{""page_index"":0,""viewing_time"":3395}]","3398","Instructions",""
"","Consent","external-html","2","17210","0.0-2.0","","8951.399999999921","Consent_01","html/consent-neely.html"
