"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":10615}]","10617","Instructions","instructions","0","10618","0.0-0.0",""
"","11942","Consent_01","external-html","1","23047","0.0-1.0","html/consent-neely.html"
