"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":5431}]","5433","Instructions","instructions","0","5436","0.0-0.0",""
"","15510.399999911897","Consent_01","external-html","1","21204","0.0-1.0","html/consent-neely.html"
