"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","2113","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","4382","0.0-1.0","[{""page_index"":0,""viewing_time"":2268}]","2269","Instructions",""
"","Consent","external-html","2","16006","0.0-2.0","","11416.664999967907","Consent_01","html/consent-neely.html"
