"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","2785","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","4456","0.0-1.0","[{""page_index"":0,""viewing_time"":1669}]","1669","Instructions",""
"","Consent","external-html","2","10504","0.0-2.0","","5864.14999999397","Consent_01","html/consent-neely.html"
