"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","6771","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","8779","0.0-1.0","[{""page_index"":0,""viewing_time"":2002}]","2003","Instructions",""
"","Consent","external-html","2","52274","0.0-2.0","","43286.700000000565","Consent_01","html/consent-neely.html"
