"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid"
"true","Goodbye","fullscreen","0","2824","0.0-0.0-0.0","","",""
"","Goodbye","instructions","1","14012","0.0-1.0","[{""page_index"":0,""viewing_time"":11180}]","11181","Instructions"
