"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","3535","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","8565","0.0-1.0","[{""page_index"":0,""viewing_time"":5020}]","5024","Instructions",""
"","Consent","external-html","2","42246","0.0-2.0","","33296.4000000502","Consent_01","html/consent-neely.html"
