"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":2377}]","2378","Instructions","instructions","0","2381","0.0-0.0",""
"","15887.700000000223","Consent_01","external-html","1","18551","0.0-1.0","html/consent-neely.html"
