"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":2350}]","2350","Instructions","instructions","0","2351","0.0-0.0",""
"","61082.219999996596","Consent_01","external-html","1","63675","0.0-1.0","html/consent-neely.html"
