"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","3251","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","7542","0.0-1.0","[{""page_index"":0,""viewing_time"":4285}]","4287","Instructions",""
"","Consent","external-html","2","42480","0.0-2.0","","34423","Consent_01","html/consent-neely.html"
