"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","10582","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","12956","0.0-1.0","[{""page_index"":0,""viewing_time"":2371}]","2372","Instructions",""
"","Consent","external-html","2","27887","0.0-2.0","","14632.700000001932","Consent_01","html/consent-neely.html"
