"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","3343","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","6168","0.0-1.0","[{""page_index"":0,""viewing_time"":2822}]","2823","Instructions",""
"","Consent","external-html","2","104577","0.0-2.0","","98206.64499999999","Consent_01","html/consent-neely.html"
