"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","2871","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","5468","0.0-1.0","[{""page_index"":0,""viewing_time"":2594}]","2595","Instructions",""
"","Consent","external-html","2","38102","0.0-2.0","","32376","Consent_01","html/consent-neely.html"
