"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":4651}]","4652","Instructions","instructions","0","4653","0.0-0.0",""
"","19096.799999999348","Consent_01","external-html","1","24153","0.0-1.0","html/consent-neely.html"
