"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":8025}]","8025","Instructions","instructions","0","8025","0.0-0.0",""
"","3210.5249999999614","Consent_01","external-html","1","11241","0.0-1.0","html/consent-neely.html"
