"success","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","stimulus","responses"
"true","fullscreen","0","1187","0.0-0.0","","","","",""
"","instructions","1","4018","0.0-1.0","[{""page_index"":0,""viewing_time"":2829}]","2829","Instructions","",""
"","html-slider-response-CSCN","2","24467","0.0-2.0","","20445.50000000163","OTRASRELIG_01","{""Q0"":""¿Qué tan importante considera que es Dios en su vida? ""}","{""Q0"":""10""}"
"","survey-multi-choice-vertical","3","125384","0.0-3.0","","100912","OTRASRELIG_02","{""Q0"":""¿Cree usted en Dios?""}","{""Q0"":"" Sí""}"
"","survey-multi-choice-vertical","4","130013","0.0-4.0","","4625","OTRASRELIG_03","{""Q0"":""¿Cree usted en la vida después de la muerte?""}","{""Q0"":"" Sí""}"
"","survey-multi-choice-vertical","5","135042","0.0-5.0","","5026","OTRASRELIG_04","{""Q0"":""¿Cree usted en el Infierno?""}","{""Q0"":"" Sí""}"
"","survey-multi-choice-vertical","6","138241","0.0-6.0","","3196","OTRASRELIG_05","{""Q0"":""¿Cree usted en el Cielo?""}","{""Q0"":"" Sí""}"
"","survey-multi-choice-vertical","7","146714","0.0-7.0","","8468","OTRASRELIG_06","{""Q0"":""Fui criado(a)""}","{""Q0"":"" Religioso(a), Católico(a)""}"
"","survey-multi-choice-vertical","8","156980","0.0-9.0","","10261","OTRASRELIG_08","{""Q0"":""¿Cuál de los siguientes corresponde a su preferencia y/o afiliación religiosa?""}","{""Q0"":"" Católico(a)""}"
"","survey-multi-choice-vertical","9","167614","0.0-11.0","","10629","OTRASRELIG_10","{""Q0"":""¿Su familia y/o amigos pertenecen a su mismo grupo religioso?""}","{""Q0"":"" Algunos sí, otros no (aproximadamente mitad sí y mitad no)""}"
"","survey-multi-choice-vertical","10","181036","0.0-12.0","","13416","OTRASRELIG_11","{""Q0"":""Sin considerar matrimonios y funerales, y sin considerar el periodo de pandemia, ¿qué tan seguido asiste a servicios religiosos?""}","{""Q0"":"" Una vez a la semana""}"
