"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","3859","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","8705","0.0-1.0","[{""page_index"":0,""viewing_time"":4837}]","4839","Instructions",""
"","Consent","external-html","2","81191","0.0-2.0","","72229.10000001139","Consent_01","html/consent-neely.html"
