"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":3853}]","3853","Instructions","instructions","0","3855","0.0-0.0",""
"","4712.970000000496","Consent_01","external-html","1","8748","0.0-1.0","html/consent-neely.html"
