"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","6360","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","11534","0.0-1.0","[{""page_index"":0,""viewing_time"":5161}]","5164","Instructions",""
"","Consent","external-html","2","187421","0.0-2.0","","175664.8999999743","Consent_01","html/consent-neely.html"
