"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":2997}]","2998","Instructions","instructions","0","3001","0.0-0.0",""
"","36463.30000000307","Consent_01","external-html","1","39719","0.0-1.0","html/consent-neely.html"
