"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":3965}]","3966","Instructions","instructions","0","3969","0.0-0.0",""
"","6402.284999989206","Consent_01","external-html","1","11265","0.0-1.0","html/consent-neely.html"
