"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":5650}]","5651","Instructions","instructions","0","5652","0.0-0.0",""
"","204068.95499999882","Consent_01","external-html","1","209905","0.0-1.0","html/consent-neely.html"
