"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":2835}]","2836","Instructions","instructions","0","2837","0.0-0.0",""
"","22144.300000043586","Consent_01","external-html","1","25236","0.0-1.0","html/consent-neely.html"
