"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","1564","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","3199","0.0-1.0","[{""page_index"":0,""viewing_time"":1632}]","1632","Instructions",""
"","Consent","external-html","2","13105","0.0-2.0","","9680.500000016764","Consent_01","html/consent-neely.html"
