"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":3396}]","3397","Instructions","instructions","0","3398","0.0-0.0",""
"","55217.499999998836","Consent_01","external-html","1","58833","0.0-1.0","html/consent-neely.html"
