"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","stimulus","responses"
"true","EAR","fullscreen","36","302434","0.0-42.0-0.0","","","","",""
"","EAR","instructions","37","305702","0.0-43.0","[{""page_index"":0,""viewing_time"":3266}]","3266","Instructions","",""
"","EAR","survey-multi-choice-vertical","38","315523","0.0-44.0","","9813","EAR_01","{""Q0"":""Siento que soy una persona digna de aprecio, al menos en igual medida que los demás.""}","{""Q0"":"" De acuerdo""}"
"","EAR","survey-multi-choice-vertical","39","319956","0.0-45.0","","4429","EAR_02","{""Q0"":""Creo que tengo un buen número de cualidades.""}","{""Q0"":"" De acuerdo""}"
"","EAR","survey-multi-choice-vertical","40","325457","0.0-46.0","","5498","EAR_03","{""Q0"":""En general, me inclino a pensar que soy un/a fracasado/a.""}","{""Q0"":"" En desacuerdo""}"
"","EAR","survey-multi-choice-vertical","41","330255","0.0-47.0","","4794","EAR_04","{""Q0"":""Soy capaz de hacer las cosas tan bien como la mayoría de la gente.""}","{""Q0"":"" De acuerdo""}"
"","EAR","survey-multi-choice-vertical","42","336256","0.0-48.0","","5996","EAR_05","{""Q0"":""Siento que no tengo muchos motivos para sentirme orgulloso/a de mi.""}","{""Q0"":"" En desacuerdo""}"
"","EAR","survey-multi-choice-vertical","43","342139","0.0-49.0","","5879","EAR_06","{""Q0"":""Tengo una actitud positiva hacia mí mismo/a.""}","{""Q0"":"" De acuerdo""}"
"","EAR","survey-multi-choice-vertical","44","347005","0.0-50.0","","4865","EAR_07","{""Q0"":""En general, estoy satisfecho conmigo mismo/a.""}","{""Q0"":"" En desacuerdo""}"
"","EAR","survey-multi-choice-vertical","45","353489","0.0-51.0","","6482","EAR_08","{""Q0"":""Desearía valorarme más a mi mismo/a.""}","{""Q0"":"" Muy de acuerdo""}"
"","EAR","survey-multi-choice-vertical","46","357223","0.0-52.0","","3732","EAR_09","{""Q0"":""A veces me siento verdaderamente inútil.""}","{""Q0"":"" En desacuerdo""}"
"","EAR","survey-multi-choice-vertical","47","360390","0.0-53.0","","3165","EAR_10","{""Q0"":""A veces pienso que no soy bueno/a para nada.""}","{""Q0"":"" En desacuerdo""}"
