"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":3463}]","3465","Instructions","instructions","0","3469","0.0-0.0",""
"","35950.89999999999","Consent_01","external-html","1","39698","0.0-1.0","html/consent-neely.html"
