"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":2517}]","2518","Instructions","instructions","0","2521","0.0-0.0",""
"","13189.299999998184","Consent_01","external-html","1","15968","0.0-1.0","html/consent-neely.html"
