"success","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid"
"true","fullscreen","0","1533","0.0-0.0","","",""
"","instructions","1","8620","0.0-1.0","[{""page_index"":0,""viewing_time"":7085}]","7086","Instructions"
