"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":1937}]","1938","Instructions","instructions","0","1942","0.0-0.0",""
"","24112.49999998836","Consent_01","external-html","1","26324","0.0-1.0","html/consent-neely.html"
