"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":2331}]","2332","Instructions","instructions","0","2334","0.0-0.0",""
"","153570.4700006172","Consent_01","external-html","1","156270","0.0-1.0","html/consent-neely.html"
