"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":1503}]","1504","Instructions","instructions","0","1505","0.0-0.0",""
"","5450.400000001537","Consent_01","external-html","1","7048","0.0-1.0","html/consent-neely.html"
