"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":2871}]","2872","Instructions","instructions","0","2873","0.0-0.0",""
"","63420.44000001624","Consent_01","external-html","1","66588","0.0-1.0","html/consent-neely.html"
