"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","4853","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","8032","0.0-1.0","[{""page_index"":0,""viewing_time"":3171}]","3173","Instructions",""
"","Consent","external-html","2","50921","0.0-2.0","","42648.60000000044","Consent_01","html/consent-neely.html"
