"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":5806}]","5806","Instructions","instructions","0","5808","0.0-0.0",""
"","15447.424999991199","Consent_01","external-html","1","21528","0.0-1.0","html/consent-neely.html"
