"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","3093","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","4859","0.0-1.0","[{""page_index"":0,""viewing_time"":1756}]","1756","Instructions",""
"","Consent","external-html","2","8578","0.0-2.0","","3425.599999998667","Consent_01","html/consent-neely.html"
