"success","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","stimulus","responses"
"true","fullscreen","0","3915","0.0-0.0","","","","",""
"","instructions","1","7324","0.0-1.0","[{""page_index"":0,""viewing_time"":3407}]","3408","Instructions","",""
"","survey-multi-choice-vertical","2","21695","0.0-2.0","","14365","SCSORF_01","{""Q0"":""1. Mi fe religiosa es extremadamente importante para mí.""}","{""Q0"":"" Fuertemente de acuerdo""}"
"","survey-multi-choice-vertical","3","30083","0.0-3.0","","8383","SCSORF_02","{""Q0"":""2. Rezo a diario.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","4","33879","0.0-4.0","","3792","SCSORF_03","{""Q0"":""3. Considero mi fe una fuente de inspiración""}","{""Q0"":"" Fuertemente de acuerdo""}"
"","survey-multi-choice-vertical","5","38672","0.0-5.0","","4789","SCSORF_04","{""Q0"":""4. Considero que mi fe le otorga significado y propósito a mi vida.""}","{""Q0"":"" Fuertemente de acuerdo""}"
"","survey-multi-choice-vertical","6","42849","0.0-6.0","","4172","SCSORF_05","{""Q0"":""5. Me considero activo/a en mi fe o iglesia.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","7","48631","0.0-7.0","","5778","SCSORF_06","{""Q0"":""6. Mi fe es una parte importante de quien soy como persona.""}","{""Q0"":"" Fuertemente de acuerdo""}"
"","survey-multi-choice-vertical","8","51894","0.0-8.0","","3258","SCSORF_07","{""Q0"":""7. Mi relación con Dios es extremadamente importante para mí.""}","{""Q0"":"" Fuertemente de acuerdo""}"
"","survey-multi-choice-vertical","9","56084","0.0-9.0","","4184","SCSORF_08","{""Q0"":""8. Disfruto estando alrededor de otras personas que comparten mi fe.""}","{""Q0"":"" De acuerdo""}"
"","survey-multi-choice-vertical","10","80728","0.0-10.0","","24635","SCSORF_09","{""Q0"":""9. Veo mi fe como una fuente de comodidad.""}","{""Q0"":"" En desacuerdo""}"
"","survey-multi-choice-vertical","11","85778","0.0-11.0","","5046","SCSORF_10","{""Q0"":""10. Mi fe impacta muchas de mis decisiones.""}","{""Q0"":"" Fuertemente de acuerdo""}"
