"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","2827","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","6042","0.0-1.0","[{""page_index"":0,""viewing_time"":3213}]","3214","Instructions",""
"","Consent","external-html","2","103372","0.0-2.0","","97127.19999998808","Consent_01","html/consent-neely.html"
